id,tipo_equipo,enciende,sufrio_golpe,hace_ruido,sobrecalienta,muy_lento,pantalla_negra,pantalla_azul,no_imprime,atasca_papel,imprime_lineas,succion_bomba,no_enciende_del_todo,reinicia_solo,error_sistema,pitidos_encendido,funciona_sin_bateria,funciona_tras_golpe,muy_lento_post_formato,tipo_falla,reparacion,costo_aprox
831,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,45.89
832,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,51.48
833,Laptop,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,Falla de energía,Revisión de fuente o cargador,42.36
834,Laptop,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Falla de energía,Revisión de fuente o cargador,41.1
835,Laptop,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,47.23
836,Laptop,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Falla de energía,Revisión de fuente o cargador,46.24
837,Laptop,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Falla de energía,Revisión de fuente o cargador,45.63
838,Laptop,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,Falla de energía,Revisión de fuente o cargador,45.03
839,Laptop,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,41.43
840,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Falla de energía,Revisión de fuente o cargador,45.85
841,Laptop,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,44.48
842,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Falla de energía,Revisión de fuente o cargador,49.03
843,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,54.35
844,PC de escritorio,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,50.89
845,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Falla de energía,Revisión de fuente o cargador,44.93
846,Laptop,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,Falla de energía,Revisión de fuente o cargador,53.91
847,PC de escritorio,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,43.43
848,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,53.93
849,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,50.3
850,Laptop,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,Falla de energía,Revisión de fuente o cargador,47.97
851,Laptop,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Falla de energía,Revisión de fuente o cargador,50.16
852,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,54.25
853,Laptop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Falla de energía,Revisión de fuente o cargador,53.07
854,PC de escritorio,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,45.85
855,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Falla de energía,Revisión de fuente o cargador,41.71
856,Laptop,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,54.73
857,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,50.08
858,PC de escritorio,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,42.03
859,PC de escritorio,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,42.6
860,PC de escritorio,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,51.64
861,Laptop,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,53.94
862,Laptop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Falla de energía,Revisión de fuente o cargador,40.55
863,Laptop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,51.55
864,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,47.56
865,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,54.75
866,Laptop,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,Falla de energía,Revisión de fuente o cargador,46.48
867,Laptop,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,Falla de energía,Revisión de fuente o cargador,54.28
868,Laptop,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,50.95
869,PC de escritorio,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,44.73
870,Laptop,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,51.72
871,Laptop,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,42.2
872,Laptop,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,53.41
873,PC de escritorio,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,53.72
874,PC de escritorio,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,Falla de energía,Revisión de fuente o cargador,43.38
875,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Falla de energía,Revisión de fuente o cargador,51.02
876,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,Falla de energía,Revisión de fuente o cargador,47.99
877,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,46.9
878,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,46.16
879,Laptop,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,Falla de energía,Revisión de fuente o cargador,54.58
880,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,52.32
881,PC de escritorio,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,44.94
882,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,53.27
883,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,44.67
884,Laptop,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,52.3
885,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,45.94
886,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Falla de energía,Revisión de fuente o cargador,54.68
887,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,54.11
888,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,52.51
889,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,43.46
890,Laptop,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,52.52
891,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Falla de energía,Revisión de fuente o cargador,41.01
892,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,50.76
893,Laptop,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,49.75
894,PC de escritorio,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,42.15
895,Laptop,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,49.78
896,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,41.79
897,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,52.14
898,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,47.42
899,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,47.22
900,Laptop,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,50.8
901,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,53.24
902,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,Falla de energía,Revisión de fuente o cargador,45.83
903,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Falla de energía,Revisión de fuente o cargador,53.96
904,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Falla de energía,Revisión de fuente o cargador,53.14
905,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,50.55
906,Laptop,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,41.41
907,PC de escritorio,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,45.38
908,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,51.19
909,Laptop,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,47.03
910,Laptop,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,54.23
911,Laptop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,46.25
912,PC de escritorio,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,48.73
913,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,54.58
914,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,51.78
915,PC de escritorio,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,40.96
916,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,54.84
917,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Falla de energía,Revisión de fuente o cargador,53.86
918,Laptop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Falla de energía,Revisión de fuente o cargador,47.68
919,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,52.21
920,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,54.91
921,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,50.74
922,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,42.97
923,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,54.95
924,Laptop,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,42.6
925,Laptop,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,Falla de energía,Revisión de fuente o cargador,54.27
926,Laptop,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,50.05
927,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Falla de energía,Revisión de fuente o cargador,40.36
928,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,45.1
929,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,41.22
930,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,49.56
931,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Falla de energía,Revisión de fuente o cargador,50.88
932,Laptop,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,41.03
933,PC de escritorio,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Falla de energía,Revisión de fuente o cargador,48.67
934,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,51.76
935,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,45.94
936,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,53.55
937,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,49.22
938,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,49.76
939,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Falla de energía,Revisión de fuente o cargador,52.99
940,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,40.83
941,Laptop,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,53.38
942,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,54.34
943,PC de escritorio,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,48.37
944,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,44.93
945,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Falla de energía,Revisión de fuente o cargador,42.46
946,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,43.36
947,PC de escritorio,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,Falla de energía,Revisión de fuente o cargador,41.06
948,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,42.42
949,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,52.36
950,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,51.73
951,PC de escritorio,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,Falla de energía,Revisión de fuente o cargador,53.31
952,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,46.6
953,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,46.54
954,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,44.98
955,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,47.78
956,Laptop,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,42.1
957,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,52.79
958,Laptop,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,40.9
959,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,Falla de energía,Revisión de fuente o cargador,48.51
960,Laptop,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Falla de energía,Revisión de fuente o cargador,46.55
961,Laptop,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,48.18
962,Laptop,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Falla de energía,Revisión de fuente o cargador,46.71
963,Laptop,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Falla de energía,Revisión de fuente o cargador,41.15
964,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,53.76
965,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,54.98
966,Laptop,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,43.79
967,Laptop,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,47.8
968,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,43.28
969,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,42.11
970,PC de escritorio,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,53.79
971,PC de escritorio,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Falla de energía,Revisión de fuente o cargador,49.1
972,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,48.33
973,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Falla de energía,Revisión de fuente o cargador,49.56
974,Laptop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,54.71
975,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,51.35
976,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,43.47
977,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,53.85
978,Laptop,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Falla de energía,Revisión de fuente o cargador,40.98
979,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Falla de energía,Revisión de fuente o cargador,49.26
980,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,53.37
981,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Falla de energía,Revisión de fuente o cargador,54.65
982,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,44.1
983,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,51.84
984,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,51.09
985,Laptop,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,43.96
986,PC de escritorio,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,40.25
987,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,41.54
988,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,42.72
989,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,52.88
990,Laptop,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,42.45
991,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,40.07
992,Laptop,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,41.36
993,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,49.42
994,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,48.91
995,PC de escritorio,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,Falla de energía,Revisión de fuente o cargador,47.8
996,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,47.61
997,Laptop,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,42.28
998,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,45.25
999,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Falla de energía,Revisión de fuente o cargador,45.93
1000,Laptop,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,46.59
1001,PC de escritorio,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,Falla de energía,Revisión de fuente o cargador,40.09
1002,Laptop,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,42.31
1003,PC de escritorio,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,41.26
1004,PC de escritorio,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,42.31
1005,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Falla de energía,Revisión de fuente o cargador,42.09
1006,PC de escritorio,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Falla de energía,Revisión de fuente o cargador,50.1
1007,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,52.83
1008,Laptop,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Falla de energía,Revisión de fuente o cargador,53.2
1009,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,52.47
1010,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,45.57
1011,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,50.73
1012,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,Falla de energía,Revisión de fuente o cargador,51.3
1013,PC de escritorio,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,Falla de energía,Revisión de fuente o cargador,53.13
1014,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,54.22
1015,PC de escritorio,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,52.11
1016,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,54.71
1017,PC de escritorio,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,52.67
1018,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,54.06
1019,Laptop,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,53.39
1020,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,54.84
1021,Laptop,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,Falla de energía,Revisión de fuente o cargador,53.94
1022,PC de escritorio,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Falla de energía,Revisión de fuente o cargador,49.84
1023,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,49.98
1024,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Falla de energía,Revisión de fuente o cargador,51.86
1025,Laptop,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,52.75
1026,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,50.74
1027,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,40.21
1028,PC de escritorio,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,42.07
1029,PC de escritorio,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,54.24
1030,Laptop,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Falla de energía,Revisión de fuente o cargador,52.58
1031,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,51.52
